mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
45.00476,55.54238,318.3644,3931.051,0.19179513,0.63281304,0.8886158,0.43746322,0.44330475,0.11912028,3.0765662,6.447603,23.129229,473.29797,0.017261485,0.20471744,0.32684526,0.067699336,0.10255328,0.024169043,58.211887,77.50141,431.06033,6432.32,0.2179576,1.7334217,2.2678785,0.6823746,0.8771646,0.20524076
-7.7945814,27.415092,-68.003716,-1034.8793,0.035695903,-0.14561825,-0.29995385,-0.19485874,0.17537951,0.09333789,0.11605624,6.5575385,3.8146675,-44.272373,0.034328055,-0.046966985,-0.16893631,-0.047915917,0.090048276,0.010821756,-14.196497,21.971373,-109.78778,-1278.6163,0.0059100534,-0.35190603,-1.0873152,-0.39451286,0.107406735,0.08773256
46.359623,55.867085,330.00073,4067.276,0.20130016,0.63270724,0.88873,0.4376353,0.45150217,0.114896536,3.1245756,6.5201087,23.12574,465.71457,0.023317894,0.20470613,0.33036655,0.0662275,0.102991074,0.024523415,58.29004,73.414085,441.32974,6358.1606,0.23534717,1.6140891,2.1448107,0.6757595,0.8623712,0.19561026
44.754967,60.71717,313.23578,4173.4644,0.092681564,-0.008224399,0.3706356,0.254424,-0.064950496,0.013339445,3.1254828,6.252039,23.039886,495.79648,0.018959709,-0.029135514,0.044883475,0.012716572,0.00868016,-0.0035654213,55.31487,68.43804,366.0948,6174.056,0.017591119,-0.34392878,0.44435552,0.069868654,-0.22887954,-0.033186093
12.656069,16.685163,81.76012,549.00134,0.091794774,0.07980999,0.025541555,0.026389493,0.15856469,0.05802585,0.16841412,0.41572446,1.1951874,12.383489,0.0034784914,0.012878081,0.026164396,0.008064132,0.014673673,0.0020620925,12.932885,21.029596,82.511856,614.74567,0.1149462,0.20353425,0.1961249,0.09007516,0.25989085,0.08124152
46.24577,59.916824,326.57892,4177.599,0.13790561,0.19112533,0.86714244,0.40312365,0.01284526,0.026096843,3.085702,6.3473377,23.077839,495.74792,0.033735126,0.08310131,0.2818225,0.056520574,-0.0210434,0.008055281,58.741413,67.22946,409.22675,6430.3535,0.123073965,0.2979032,1.3402964,0.35320127,-0.22337195,0.011065668
-4.7269754,3.6478534,-38.72564,-1017.87555,0.18753874,0.40156183,0.34536088,0.028283551,0.43601164,0.13348065,-0.22240412,3.501199,-0.09001596,-30.22838,0.034924332,0.19455414,0.29569733,0.028487021,0.10316698,0.03020707,-5.4763756,25.943836,-55.55225,-1350.0792,0.32624707,1.2689041,1.0867444,0.12340943,0.8508166,0.25094458
-1.1451148,4.0781064,-10.729697,-836.6768,0.14807832,0.30977297,0.24350692,0.021402545,0.34656012,0.13263048,0.46639156,2.383624,4.1273646,53.97105,0.035568826,0.17443158,0.28649065,0.040226087,0.087874345,0.03026698,-2.0217,9.475132,-18.681383,-510.03235,0.21974535,0.31381407,0.406751,0.031292878,0.46904153,0.16702135
45.494762,56.04966,326.10303,3957.5986,0.19929098,0.6319237,0.8886688,0.43753022,0.43006834,0.11339133,3.14092,6.639971,23.122948,468.87537,0.027873509,0.20475107,0.32745188,0.06665027,0.10105362,0.023816694,59.182224,77.766975,442.21332,6420.123,0.25499558,1.7092186,2.175134,0.7013501,0.8717494,0.21330976
38.52939,52.674595,272.40454,4002.2805,0.03997581,-0.16959064,-0.06936684,0.072877765,-0.06802401,0.006118674,3.0674868,6.3265314,22.242348,495.25534,0.015704833,-0.08732961,-0.10578558,-0.022510229,0.025440866,-0.007179547,41.818184,48.834034,257.59122,4567.2554,-0.057172686,-0.8024938,-0.39806437,-0.21105073,-0.2789593,-0.06866541
44.220505,48.817596,323.69733,4046.1206,0.18062961,0.6327928,0.8884026,0.4373784,0.44517636,0.11711927,3.0694327,6.2335653,23.13411,472.4919,0.010243188,0.20463589,0.31294748,0.068575665,0.103113644,0.022405488,60.461105,61.336082,429.35336,6394.1265,0.18206666,1.6963751,2.1702132,0.6713195,0.8505856,0.20352376
45.102108,56.033154,318.7189,4031.672,0.20575003,0.6327577,0.88866097,0.43758303,0.44351247,0.11477812,3.1069288,6.3862348,23.125027,476.5603,0.024921475,0.2047118,0.32490632,0.06719689,0.1031011,0.025358712,57.86615,77.977646,440.3361,6487.8804,0.24894933,1.7378274,2.1432061,0.67334884,0.87605053,0.2079384
47.51214,53.435936,332.17123,4050.692,0.17786263,0.6323822,0.8882673,0.43746042,0.44504043,0.10260073,3.1465335,6.3726234,23.129986,483.45862,0.018703664,0.2046466,0.32394668,0.06602789,0.10269446,0.021824388,59.98285,74.683266,440.22165,6531.911,0.18912883,1.6233656,2.120031,0.6491983,0.86191684,0.17645909
45.031216,55.546185,328.1486,3921.9407,0.19912991,0.6326482,0.8886473,0.43748465,0.43569988,0.11365293,3.11668,6.5995603,23.124872,473.4242,0.024048444,0.20472956,0.3267259,0.06792823,0.1031668,0.022940675,58.09433,78.41777,435.1192,6311.6626,0.23479411,1.6780125,2.2375274,0.669292,0.8744883,0.2076015
46.462852,55.76973,327.62695,3850.3896,0.2027833,0.63278466,0.8886084,0.43755472,0.45029917,0.1163313,3.113406,6.611202,23.12054,468.00876,0.026639277,0.20474817,0.3323104,0.0662386,0.103077516,0.023764934,59.28861,79.88319,438.29776,6465.2466,0.27436644,1.7485617,2.0906713,0.67284346,0.86962575,0.20887321
-1.6195744,53.18139,-24.646002,-653.5948,-0.007908091,-0.1983022,-0.3724026,-0.17385143,0.038911086,0.052737333,0.06387723,6.637932,2.0105999,-66.92944,0.021462588,-0.088038184,-0.20159297,-0.049287725,0.058895353,0.0012463299,-8.937813,45.312164,-55.36318,-1555.8959,-0.049085543,-0.52912503,-1.182206,-0.41334137,-0.14141425,0.02757649
18.241144,18.860926,126.78223,698.86255,0.1709809,0.6313642,0.88211495,0.3299376,0.45014387,0.13256796,1.4372609,2.7432084,15.521307,178.74226,0.0024891463,0.20451397,0.3327777,0.06941266,0.10302696,0.028586796,22.003376,27.344786,173.57936,1834.1423,0.22039859,1.777375,2.2363653,0.6233181,0.894204,0.25680724
43.245342,53.736343,325.66293,3918.8975,0.20747553,0.6328495,0.8886915,0.43751606,0.4446367,0.122260824,3.1356745,6.555807,23.12511,478.36703,0.027010156,0.20474112,0.32814726,0.06686001,0.10318224,0.023255162,57.862988,76.62918,440.05945,6342.7734,0.25796458,1.724826,2.1073778,0.6928688,0.89989674,0.20921624
45.198303,54.294243,321.32617,4077.2903,0.17499098,0.6327273,0.888432,0.43733668,0.44203287,0.11764438,3.082208,6.5896225,23.131811,457.8442,0.015835276,0.20468867,0.32619506,0.067501664,0.10304033,0.021712601,60.181007,74.76734,441.61978,6521.022,0.17512459,1.6769198,2.1996367,0.68346494,0.8688444,0.21252477
45.507385,57.715714,326.41895,3929.5537,0.2058864,0.6329009,0.88876146,0.43764278,0.45092064,0.117837735,3.1595843,6.58868,23.128157,475.4138,0.027219823,0.2048307,0.32994056,0.07019958,0.10317319,0.026639992,57.839134,78.97349,440.59387,6399.1816,0.24457432,1.7670945,2.1364367,0.70498586,0.88212526,0.21646897
45.119434,57.33429,325.4463,4027.912,0.19522491,0.6324349,0.8888564,0.43750498,0.40424585,0.117972896,3.126832,6.359231,23.12301,479.29642,0.024018196,0.2046991,0.33179826,0.0677719,0.07532483,0.024884056,58.332687,74.68858,434.0707,6422.171,0.23144731,1.6383766,2.1777873,0.6654887,0.6858837,0.2047522
43.925488,54.091576,321.1702,4021.8801,0.19859266,0.63268,0.88860965,0.43753204,0.4535242,0.11351508,3.1181636,6.531636,23.126127,482.28793,0.025851553,0.2047795,0.33292165,0.06955529,0.102979116,0.025201892,58.7965,74.91743,436.49652,6317.5747,0.23849641,1.7329134,2.1753435,0.6510937,0.88176954,0.20043436
-5.90063,12.779711,-31.10755,-678.2806,0.013246261,-0.14885066,-0.2268327,-0.1351966,0.041008886,0.07306275,-0.2883184,2.9591901,-0.9494224,-83.589584,0.02406528,-0.06599074,-0.15654682,-0.043076597,0.05087107,0.009009206,-8.90811,5.6966896,-67.4297,-1667.3185,-0.009702519,-0.569695,-0.80428725,-0.33961132,0.008882196,0.06675943
12.705047,17.199535,80.781876,532.1374,0.09637248,0.05714342,0.0095929755,0.01412464,0.17080171,0.055991475,0.2539618,1.1899381,1.919482,20.380554,0.0063089523,0.006164349,0.0035133616,0.005975634,0.009414338,0.0024375424,15.090953,27.185795,90.942474,646.9281,0.13602363,0.09871877,0.09462981,0.07156021,0.21283905,0.07269264
46.21751,56.706264,323.848,4063.9624,0.16602017,0.6326751,0.88830423,0.43729326,0.43357724,0.114795685,3.07211,6.4314027,23.13216,476.85486,0.01564263,0.20470974,0.32890555,0.06738944,0.102678984,0.022911891,59.195305,77.50951,440.697,6348.787,0.18535738,1.7408215,2.1656923,0.6459316,0.85872304,0.20330994
-6.09266,11.572145,-22.236486,-936.8387,0.08302707,0.16201176,0.2186535,-0.050412986,0.28726476,0.1289882,0.7184268,5.456387,8.71911,75.35647,0.03610374,0.17563145,0.33082688,0.054597024,0.09225501,0.03029965,-7.26013,9.911301,-44.61391,-938.385,0.10219184,0.16859454,0.17405604,-0.092959605,0.2731507,0.14089772
45.148705,56.75759,323.51657,4045.803,0.18592827,0.6320167,0.88842577,0.43745905,0.44080424,0.11257916,3.1496315,6.3064036,23.12841,482.55923,0.019484453,0.20472026,0.325802,0.06292302,0.10317605,0.024935612,60.18134,77.15717,437.19153,6436.301,0.21710737,1.7051855,2.1225274,0.66872233,0.8932656,0.20648785
-3.3694296,42.207775,-18.193518,-805.7099,0.006345071,-0.17529704,-0.3369907,-0.13607894,-0.014919746,0.06066871,-0.15906775,6.589376,0.066845104,-96.873,0.018503448,-0.077754356,-0.16510107,-0.04257301,0.03808089,0.004257704,-8.981962,36.98884,-45.05274,-1237.0277,-0.03640914,-0.56000906,-1.0177177,-0.3842821,-0.19138664,0.042467445
-4.7737474,17.631182,-22.474844,-856.8138,0.10457135,0.30213535,0.38873753,0.027338102,0.4209052,0.1333554,0.55113536,5.147603,8.096979,46.302803,0.029153442,0.20149682,0.33380273,0.061452974,0.10317383,0.030256484,-3.65687,37.506474,-3.521136,-655.53577,0.21066609,1.0175002,1.040724,0.077489495,0.72361207,0.21828058
44.685406,56.456074,323.29477,4033.162,0.18415199,0.63261646,0.8885395,0.4374168,0.4457586,0.11259825,3.0954657,6.6149793,23.126587,473.24075,0.020518208,0.20473747,0.33117357,0.06623049,0.103090875,0.023070663,59.534817,78.72245,440.86584,6459.743,0.2163074,1.7411972,2.2541819,0.65198123,0.844596,0.20537962
-8.942189,36.932987,-48.978813,-1050.0331,0.049798008,-0.038263604,-0.26855466,-0.13122885,0.18929638,0.11628912,-0.16641462,6.574995,2.6374016,-55.823597,0.034341995,-0.008151927,-0.1497126,-0.046118625,0.09076097,0.021031406,-15.008331,34.686085,-125.25021,-1746.6666,0.035420276,-0.17390999,-0.8200678,-0.31455034,0.1580099,0.13269158
4.9731607,9.874128,21.783045,-474.3791,0.15532425,0.27487874,0.4134943,0.054935355,0.36713186,0.12640373,1.3203229,5.1684747,11.513818,155.53758,0.036501892,0.19011554,0.33234677,0.06895555,0.10106636,0.030299257,0.14294049,12.71945,12.727834,-372.15283,0.15408583,0.119273804,0.47552684,0.028973892,0.32898015,0.13334647
45.815193,56.937492,329.77222,4073.5637,0.17505527,0.63260305,0.8883485,0.4374161,0.44244465,0.10704319,3.1028678,6.572981,23.131186,472.64093,0.015347859,0.20469871,0.3255958,0.06798005,0.10316165,0.02206226,60.944515,75.795555,440.85815,6534.19,0.18949056,1.7342772,2.1418703,0.694497,0.8794324,0.20673174
-1.5589379,28.446207,-15.144813,-542.0821,-0.018675402,-0.17868574,-0.30002654,-0.13181593,-0.014402616,0.055359803,-0.14880222,4.696432,-0.045466263,-89.748795,0.008890749,-0.08665217,-0.17693968,-0.04573515,0.026674487,0.0017628085,-5.843729,21.11663,-16.639803,-1092.1477,-0.060266778,-0.62973493,-1.0554075,-0.36104074,-0.16562763,0.0490672
45.242516,52.536407,326.61685,4108.329,0.17535345,0.6326516,0.8883832,0.43736896,0.44742236,0.10892026,3.047972,5.8952146,23.128454,467.17755,0.012261216,0.20461208,0.32298845,0.06597013,0.10309326,0.01977517,60.783943,70.205666,440.97607,6526.772,0.18959044,1.7337451,2.2354462,0.69265777,0.882662,0.19341782
45.787376,57.15335,323.7169,4083.294,0.17991021,0.63262415,0.8885065,0.43744108,0.44548854,0.11139513,3.137464,6.650631,23.133045,490.1716,0.0176738,0.20473161,0.32859963,0.06666593,0.10309082,0.024516888,59.869335,78.57783,439.4903,6495.77,0.19948107,1.706597,2.2387688,0.6391022,0.8563141,0.20146658
44.6616,55.924458,328.7739,4133.138,0.1252053,0.63251853,0.8878743,0.43700042,0.43228766,0.10662734,2.9883966,6.3360615,23.138163,462.6224,0.0036080393,0.20467485,0.3266905,0.0727669,0.10317932,0.024506276,61.81278,72.08453,438.2837,6425.839,0.121755525,1.7249442,2.2003076,0.6635504,0.86271447,0.2072691
48.09076,57.64747,328.39362,4168.057,0.14490172,0.6326911,0.8882535,0.43703842,0.43732688,0.10977645,3.067514,6.5091596,23.140009,473.81204,0.0057597887,0.20471314,0.322926,0.068953924,0.10037919,0.025392253,62.175007,73.84827,438.69162,6469.492,0.13342278,1.7512826,2.2518167,0.6731376,0.82220584,0.2093133
-2.8942308,13.499994,-23.796835,-620.8123,-0.0030363053,-0.13747777,-0.26269928,-0.14234379,0.014150319,0.06538795,-0.2829045,2.4865777,-2.2009563,-111.31169,0.013520875,-0.07173358,-0.16467978,-0.040062852,0.031331573,0.003083231,-6.4790154,12.531234,-54.362125,-1026.9847,-0.026102021,-0.45220968,-0.7895673,-0.30970332,-0.07862061,0.064215444
21.486736,51.820114,154.64246,1296.3701,0.104867585,0.6311672,0.8731421,0.3258395,0.431863,0.13073711,1.1029912,6.2365785,16.975151,137.61632,0.0005749772,0.20477,0.3278122,0.06719824,0.10319126,0.029712457,24.202139,72.44995,204.86961,2536.776,0.13584067,1.766168,2.0576277,0.5058574,0.85427815,0.24626908
44.549133,55.566837,324.97873,4041.0408,0.2013547,0.6326907,0.88859415,0.43756106,0.4511236,0.112347364,3.1349428,6.580803,23.12333,476.15347,0.027645927,0.20474415,0.32492268,0.065992646,0.10317626,0.024410753,59.50758,78.200066,442.60773,6446.479,0.25899708,1.7100961,2.1329343,0.67233366,0.8839342,0.20411678
42.876312,30.232172,304.09103,4172.2964,0.0915354,0.05325892,0.37289712,0.24736592,-0.01599847,0.016141456,3.1602285,2.063684,22.980497,495.95694,0.011532929,-0.00669935,0.025913453,0.015077451,-0.0063656294,-0.003317861,50.882057,29.036736,350.7439,5975.5024,0.031467706,-0.1651749,0.5741854,0.15290399,-0.17234257,-0.013304622
46.38167,54.66581,328.8645,4029.329,0.1876424,0.63276154,0.8886836,0.43756002,0.44247428,0.11603891,3.1059885,6.6228976,23.130745,484.93127,0.02137243,0.20476739,0.3301156,0.06703547,0.10307994,0.026434869,59.154617,75.50312,440.37082,6504.4307,0.21375987,1.680856,2.2127252,0.68240464,0.8463981,0.2050916
44.11226,43.028683,322.42798,3926.627,0.20944121,0.6328118,0.88874674,0.4375681,0.44973823,0.12090393,3.1407926,6.5758157,23.129301,489.14743,0.022434842,0.2047461,0.33222476,0.0703284,0.10319389,0.027174769,58.202114,60.968075,438.1114,6230.1035,0.24154212,1.6667414,2.0830255,0.65385526,0.8885484,0.2130603
45.14511,49.08708,317.98184,4072.118,0.189724,0.6327411,0.88861954,0.43750787,0.45049554,0.11474496,3.1187413,6.4085493,23.13283,486.96384,0.018950375,0.20472154,0.3246658,0.06895747,0.10318349,0.024307825,58.54028,66.38149,436.63336,6513.0825,0.20402099,1.695585,2.220189,0.68601876,0.8763954,0.20470083
-2.9118567,24.648071,-27.264395,-579.6889,0.051166806,-0.0548072,-0.2101249,-0.1139454,0.18743324,0.09427351,0.26553613,6.687817,4.721078,-12.543883,0.023309208,-0.03226982,-0.14606191,-0.038824104,0.09283457,0.008395878,-9.38427,22.239223,-63.12151,-1100.5891,0.04515695,-0.23193762,-0.69275373,-0.2700457,0.12132019,0.080483586
45.860188,58.199673,321.5781,4114.0146,0.19621994,0.63268757,0.88867265,0.4375353,0.4313353,0.11324477,3.1569624,6.5715537,23.12537,483.72964,0.027693046,0.20475863,0.3327933,0.065881684,0.10304523,0.023708036,60.134308,78.37761,442.9554,6419.1523,0.25816673,1.7460072,2.1870332,0.67606294,0.8798005,0.20235902
45.84967,57.54103,329.546,4075.3538,0.19897942,0.63270634,0.88868344,0.4376356,0.4461105,0.11243575,3.1518626,6.608533,23.128988,484.2902,0.026372237,0.20476156,0.32533157,0.06897254,0.10316089,0.025654081,59.984467,78.914764,442.58353,6470.638,0.24165249,1.6688212,2.1591957,0.68638474,0.8778474,0.20029548
23.329784,30.429222,173.14812,1280.9165,0.21421456,0.63238376,0.88586235,0.4089475,0.45340183,0.13222662,1.8307161,5.59948,18.311481,212.00812,0.021513993,0.20463322,0.33217356,0.06599726,0.103137664,0.028240839,31.12891,57.806202,257.13287,2435.8672,0.30962154,1.7748473,2.1011212,0.5855333,0.90430814,0.2558599
-7.4188833,10.375884,-54.37423,-994.96967,0.17339812,0.12879536,-0.1955805,-0.14971562,0.41548705,0.13251361,-0.27563095,5.454654,1.5284,-57.249805,0.03692121,0.030599136,-0.052898765,-0.02635861,0.099294186,0.02579843,-12.67968,34.77359,-105.599045,-1836.6649,0.2928697,0.44387117,-0.29719055,-0.192782,0.612053,0.20355065
46.142498,57.047123,324.37408,4157.0986,0.14839384,0.63269883,0.88809156,0.43723002,0.4468078,0.110311635,2.98142,6.2442803,23.136137,472.34882,0.0065269307,0.20468651,0.3215115,0.069432445,0.103171885,0.023961255,62.812237,77.12269,440.09735,6548.92,0.1460482,1.7673403,2.1367106,0.6721135,0.8824331,0.2085374
8.114953,9.139522,57.614212,106.8733,0.17486031,0.07801561,0.2535563,0.086919844,0.23642607,0.10211541,2.1810918,6.1480722,16.211813,292.86362,0.036965687,0.13727732,0.3153171,0.06592985,0.10047458,0.030244203,3.389409,-3.1816845,18.978514,-301.37073,0.09989078,-0.43036357,-0.0101092765,-0.16376694,0.045675233,0.056389764
37.075325,21.918936,278.3812,2913.3313,0.21932721,0.63288444,0.8882578,0.4370278,0.45454562,0.12550472,3.0965638,4.992758,23.105476,474.16837,0.029448833,0.20465177,0.33088934,0.070240736,0.10322384,0.024454055,48.149467,32.10864,368.45236,4690.0625,0.26747796,1.6869974,2.160758,0.6620146,0.8846201,0.20875198
-2.9434328,51.728592,-46.54766,-884.1446,-0.0087156445,-0.16514789,-0.309494,-0.13731605,0.0073450925,0.07122472,-0.4233753,6.518203,-0.73484975,-94.64708,0.017046701,-0.06193445,-0.17403454,-0.045270234,0.036348518,0.006299595,-12.338806,51.836174,-66.35846,-1704.7291,-0.024908438,-0.39431378,-0.87796456,-0.33782566,-0.12564898,0.07583371
-9.219363,15.050552,-63.653816,-838.2448,0.04880205,-0.09070346,-0.25714442,-0.16054456,0.15526569,0.111981206,-0.2702899,6.4698634,3.3370469,-53.94222,0.03467651,-0.033607367,-0.17118056,-0.045635514,0.09706237,0.016247477,-15.825319,10.108407,-119.59218,-2156.3462,0.020449534,-0.41510704,-0.92192096,-0.36011916,0.025803655,0.105644755
46.121887,53.387238,331.16556,4104.8237,0.1202277,0.63241535,0.88775796,0.43698665,0.4452758,0.1029071,3.1115155,6.256309,23.141132,482.8338,0.005146133,0.2046538,0.32715356,0.06724505,0.103190325,0.024372185,60.72326,72.37681,438.42545,6486.288,0.10128228,1.6974307,2.1265736,0.6535333,0.85157,0.18568403
45.692604,55.026134,323.7777,4079.6687,0.19481824,0.63163155,0.8887761,0.4374855,0.33574677,0.11269979,3.0932524,6.543087,23.114838,487.76862,0.028654328,0.20463327,0.32902375,0.06676534,0.043151308,0.026856756,58.784992,75.882545,435.92313,6424.5063,0.24288163,1.5534822,2.1390576,0.6214772,0.50308555,0.19563392
45.227837,41.247303,324.22595,4030.584,0.20932347,0.63278383,0.8887975,0.437568,0.4400507,0.119233,3.1404426,6.354322,23.125858,486.48755,0.020363325,0.20464197,0.3222647,0.063939095,0.10265324,0.02369002,57.508484,59.281822,436.3727,6340.4365,0.2532724,1.6344959,2.1487799,0.6939431,0.8644504,0.20507653
44.843136,54.483852,322.523,4035.1064,0.20335992,0.6328306,0.8886444,0.4375678,0.45050943,0.11783646,3.1018593,6.5675592,23.12637,486.2294,0.025063151,0.20476165,0.32591772,0.06516294,0.10316764,0.023672521,58.900795,77.31077,439.78198,6462.853,0.2335353,1.7537142,2.1119566,0.69276637,0.89115584,0.20773405
44.641373,53.80316,325.30722,4046.9407,0.13796985,0.63237923,0.88794786,0.43712598,0.44031486,0.101287015,3.0744915,6.364397,23.139458,489.07303,0.010142694,0.20470448,0.327602,0.07214348,0.10265724,0.02331177,62.92453,69.32771,436.92935,6478.0,0.123040125,1.7147964,2.1376266,0.660106,0.8339642,0.18580262
44.76986,51.600624,330.2456,3967.2876,0.20101665,0.6327161,0.88865215,0.43755496,0.4513962,0.11438551,3.1355329,6.4300942,23.125338,480.7163,0.025505766,0.20472643,0.33001953,0.06947505,0.10281604,0.023898657,58.391235,73.36776,439.16254,6323.6484,0.25181314,1.6745006,2.1178253,0.6838297,0.88412917,0.2053499
46.654484,54.274498,330.27823,4055.3896,0.19361642,0.6329092,0.8886634,0.4376027,0.45412323,0.11870563,3.1130602,6.4971013,23.129875,483.95486,0.022634476,0.20476015,0.3302768,0.06952302,0.10305831,0.023786658,60.982132,74.60352,441.16693,6435.0996,0.22910829,1.7387394,2.0674992,0.70686585,0.87658095,0.21266201
45.38664,56.386784,331.66595,4066.059,0.1936589,0.6326723,0.88845474,0.43753606,0.43282497,0.11130959,3.129338,6.41347,23.12385,489.27075,0.027055077,0.20473173,0.31664562,0.06455693,0.10310085,0.024371967,59.665108,76.43189,437.56418,6189.1826,0.24737842,1.6885391,2.0555904,0.6643839,0.83638334,0.19782585
45.251663,54.198437,322.37708,4074.4272,0.17384602,0.6323611,0.8882603,0.437385,0.44549605,0.10947886,3.1206062,6.4453235,23.137068,471.23514,0.009561394,0.20468427,0.32562146,0.06994547,0.10292395,0.02496197,58.890125,74.27795,435.0292,6467.533,0.16608618,1.7107217,2.1117723,0.66771734,0.8540748,0.19616547
45.769127,56.797882,325.0711,4013.3296,0.17217349,0.63263386,0.88836443,0.4373602,0.43756258,0.11329964,3.124497,6.4271994,23.13285,470.54596,0.01431401,0.20463882,0.32074597,0.065592155,0.102730036,0.02175164,61.740196,75.13538,441.0646,6455.0225,0.19338425,1.6682504,2.2069168,0.67557025,0.8733053,0.19477087
44.378365,58.21908,325.28638,3802.5752,0.19702427,0.6329003,0.88857955,0.4375607,0.452629,0.11902549,3.167236,6.3939037,23.125713,475.95325,0.027193768,0.20479098,0.32442018,0.06420803,0.10300523,0.026784671,59.26313,77.35174,437.58798,6491.232,0.25816724,1.7529588,2.1328673,0.6993088,0.8793441,0.20855792
46.682304,55.47578,325.85806,4161.2344,0.12764055,0.6324223,0.88787967,0.437048,0.42773637,0.10106967,3.0573242,6.3652043,23.137934,466.78314,0.0058550294,0.20465656,0.321135,0.06882749,0.103140324,0.022237282,62.00828,75.58234,441.9576,6554.2666,0.11634868,1.7557915,2.2217293,0.70582646,0.86856365,0.193014
45.975563,55.78645,322.30823,4146.0317,0.17924093,0.6321966,0.8884144,0.43744192,0.44380677,0.11520176,3.1023,6.328784,23.129263,471.6974,0.016969057,0.20465812,0.31566462,0.06720951,0.103149675,0.022104973,60.63255,77.48896,433.56995,6534.7197,0.22566989,1.7114404,2.1941307,0.6866455,0.8604836,0.20356058
45.22935,56.059658,322.4845,4120.054,0.18424721,0.63267416,0.888476,0.4374772,0.4435145,0.11199779,3.035285,6.599842,23.130444,470.3221,0.013723875,0.20473076,0.3262096,0.06928986,0.10314375,0.024661807,58.166553,76.75756,441.1274,6453.413,0.20359275,1.7906632,2.1596458,0.69143134,0.8511312,0.21238138
46.34476,55.02737,331.4147,4047.6445,0.17701465,0.6320681,0.8883434,0.43742758,0.44976726,0.10485265,3.1694982,6.416824,23.133709,487.21585,0.018692246,0.20464079,0.3259997,0.06914467,0.103186764,0.019039221,59.310448,72.01408,441.591,6345.877,0.18503805,1.6879339,2.1647651,0.6770136,0.85251296,0.16846918
43.989914,55.267532,328.1981,3980.7395,0.20021304,0.632611,0.888494,0.4375025,0.45202008,0.11299755,3.1542892,6.6290703,23.123453,468.70767,0.026726764,0.20471221,0.32696068,0.06514585,0.10167225,0.022567391,59.07714,79.290115,441.28864,6479.8687,0.23956324,1.6692235,2.0781333,0.67080086,0.8796104,0.19941382
45.199646,57.05499,327.90128,4004.7102,0.1994408,0.63246226,0.88861257,0.43757454,0.4470785,0.11141112,3.1741676,6.658063,23.12478,474.57187,0.028268263,0.20476672,0.33307797,0.06945387,0.10316896,0.023963487,59.40265,77.063805,436.43698,6509.419,0.25764033,1.707521,2.118828,0.6820729,0.86185956,0.20313177
46.302307,56.610733,328.16956,4006.3896,0.20801759,0.6326483,0.88867116,0.4375884,0.43607304,0.118273154,3.1323667,6.707315,23.121395,462.45688,0.027609313,0.20476568,0.32540637,0.062987655,0.10311907,0.024531858,58.916275,80.52785,441.80627,6407.495,0.26112154,1.7571409,2.1011994,0.6729358,0.8855176,0.20987105
45.054333,56.613716,315.85123,4044.79,0.18685693,0.63272065,0.88838667,0.4374271,0.43765894,0.11262934,3.1097794,6.4586496,23.129211,453.02646,0.01742633,0.20472084,0.31419164,0.06772702,0.10238332,0.022657877,60.11095,77.54204,436.70996,6483.4316,0.19565795,1.774192,2.2074502,0.6892629,0.8819873,0.21261515
45.636154,55.618668,327.87238,3982.6458,0.20677602,0.63282675,0.8887806,0.43766493,0.45375863,0.11518289,3.0987291,6.5507774,23.12596,475.98572,0.022705471,0.20474075,0.32356688,0.06732495,0.10316015,0.024097191,59.758526,73.30729,436.68988,6376.0625,0.2403834,1.7144204,2.1961355,0.7007613,0.86105686,0.20455976
-5.0636225,54.11327,-38.40551,-501.66595,-0.015044369,-0.2138773,-0.30550846,-0.14706007,-0.02880101,0.060181823,-0.12501687,6.6802177,-1.0226027,-109.044754,0.01277116,-0.08402005,-0.16292189,-0.046762157,0.031039767,0.0031725073,-11.530329,56.448097,-53.861256,-1614.4918,-0.049342558,-0.51926404,-1.0702513,-0.3595445,-0.16152158,0.05601726
45.33305,57.364666,322.67242,4053.3665,0.1998767,0.6326066,0.8886241,0.43755224,0.4410381,0.110576235,3.1592636,6.6480317,23.125618,475.22842,0.029210683,0.20478073,0.33336842,0.06862491,0.10319544,0.024223601,58.20365,78.6171,440.8118,6195.042,0.23553395,1.7117962,2.1903784,0.6662235,0.87948126,0.19529602
-10.417085,39.86271,-58.888863,-993.1879,0.0493309,-0.054037467,-0.21544512,-0.117962115,0.15982,0.116874024,-0.0878249,6.71238,1.0382324,-86.356895,0.032904673,0.0047560423,-0.098014325,-0.04017588,0.08733811,0.024058558,-14.709408,45.04633,-116.37572,-1815.8392,0.050840877,-0.068059646,-0.85184556,-0.28792483,0.1835058,0.15681486
-10.273274,33.564507,-62.243065,-1017.8681,0.052061696,-0.06353256,-0.26885092,-0.15575513,0.19056801,0.10626057,-0.03033107,6.726369,2.5137222,-81.35513,0.030961383,-0.038666688,-0.17443214,-0.048727285,0.093495995,0.016052557,-14.987848,29.342058,-126.6599,-1689.3009,0.015388161,-0.28983358,-1.0222144,-0.39463076,0.09505798,0.107807405
